"","County","Total.Votes.For","Total.Votes.Against","fips","County.Name","stabb","lat","lon","sqmiles","state","macode","maname","totpop00","totpop06","chpop","popdens06","pop0_5","pop6_17","pop0_4","pop5_9","pop10_14","pop15_19","pop20_24","pop25_29","pop30_34","pop35_39","pop40_44","pop45_49","pop50_54","pop55_59","pop60_64","pop65_69","pop70_74","pop75_79","pop80_84","pop85up","medage","white","black","natam","asian","pacific","tworace","hispanic","whtnonh","totfam","tothu","owners","renters","vacant","medhhinc","agghhinc","avhhinc","tothh06","hh1per","ihhunder10","ihh10_15k","ihh15_20k","ihh20_25k","ihh25_30k","ihh30_35k","ihh35_40k","ihh40_45k","ihh45_50k","ihh50_60k","ihh60_75k","ihh75_100k","ihh100_125","ihh125_150","ihh150_200","ihh200kpls","inceld65_74","inceld75up","incwhite","incblack","incnatamer","incasian","incpacific","inc2race","pwhite","pblack","phispanic","pnatam","ptworace","asianpac","pasianpac","pop20_34","pop35_49","pop50_64","pop65_up","ppop20_34","ppop35_49","ppop50_64","ppop65_up","ihh0_20","ihh20_40","ihh40_60","pihh0_20","pihh20_40","pihh40_60","pihh60_75","pihh75_100","pihh100_125","pihh125_150","pihh150_200","pihh200_up","Location","statefp","inlabf00","civlab00","emp00","unemp00","pctcivlf00","military00","mfg00","gov00","pmilit00","pgov00","pmfg00","punemp00","pdpres00","pdpres04","prpres00","prpres04","pagri00","pprof00","ptradeser00","mortmonth","pcollroll00","pbornst00","ptransp00","peduc00","pself00","pfampov00","pmobilehh00","phs","pcollege","bigcity2","monied2","boom2","minority2","evangel2","immig2","tractor2","mormon2","service2","empty2","milit2","college2","Counties","bigcity10","monied10","boom10","minority10","evangel10","immig10","tractor10","mormon10","service10","empty10","military10","college10","categories10","Registered.Voters","Ballots.Cast","VoterTurnout","PctRegisteredFor","PctRegisteredAgainst"
"79","Rockingham",14745,4802,37157,"NC_ Rockingham County","NC",36.404167,-79.771027,"566.6",37,"#NULL!"," ","91,928","92,375",0.4,"163.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.1,NA,NA,295,310,68,499,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,967,343,301,335,NA,NA,NA,NA,NA,NA,0,NA,79.5,19.71,4.76,0.32,0.54,378,0.41,NA,NA,NA,NA,18.86,21.9,19.09,15.1,NA,NA,NA,27.66,29.11,20.79,8.74,7.08,2.59,0.92,0.81,0.9,NA,37,NA,NA,NA,NA,5.8,37,NA,NA,0.08,10.77,28.53,5.76,41.13,38.6,58.87,61.09,1.15,5.98,26.25,820,13.67,76.38,5.92,15.88,5.98,10.16,19.37,68.9,10.8,13.89,29.55,31.31,39.48,54.64,14.56,40.7,24.11,47.85,9.45,16.26,27.44,NA,0,0,"0",0,0,0,0,0,1,0,0,0,9,58869,19721,33.4998046510048,25.0471385618917,8.15709456590056
"80","Rowan",21489,7424,37159,"NC_ Rowan County","NC",35.622505,-80.521026,"511.6",37,"1520","Charlotte-Gastonia-Rock Hill_ NC","130,340","134,924",3.5,"263.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,NA,NA,571,NA,10,941,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,584,435,512,NA,NA,NA,NA,NA,NA,NA,NA,85.03,16.4,6.21,0.44,0.72,NA,0.93,NA,NA,NA,NA,21,22.45,17.99,14.44,NA,NA,NA,23.22,29.04,21.76,10.29,8.67,2.85,1.12,0.83,0.98,NA,37,NA,NA,NA,NA,6.3,54,NA,NA,0.08,11.83,26.34,6.28,33.99,32.27,66.01,67.32,0.84,5.04,28.34,891,17.64,72.76,5.37,17.94,5.46,8.13,20.63,74.2,14.2,13.68,32.75,36.37,37.35,50.73,16.22,42.62,20.95,52.83,12.9,16.6,27.31,NA,0,1,"0",0,0,0,0,0,0,0,0,0,1,90835,29141,32.0812462156658,23.6571806021908,8.17306104475147
"81","Rutherford",11603,2708,37161,"NC_ Rutherford County","NC",35.348345,-81.893888,"564.0",37,"#NULL!"," ","62,899","63,751",1.3,"113.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,NA,NA,131,282,18,407,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,544,241,134,207,NA,NA,NA,NA,NA,NA,NA,NA,88.63,11.4,2.37,0.21,0.65,300,0.48,NA,NA,NA,NA,19.34,20.95,18.46,15.99,NA,NA,NA,30.61,30.78,19.35,7.91,5.64,2.11,0.94,0.52,0.8,NA,37,NA,NA,NA,NA,6,11,NA,NA,0.04,11.39,31.83,6.02,35.88,33.19,64.12,66.28,1.49,4.23,28.14,748,16.7,76.09,4.22,16.76,7.81,10.35,21.8,70.4,12.5,12.99,27.74,32.77,31.73,68.11,14.77,41.84,21.07,49.87,9.01,14.98,29.47,NA,0,0,"0",0,1,0,0,0,0,0,0,0,3,42741,14422,33.7427762569898,27.1472356753469,6.33583678435226
"82","Sampson",10691,2330,37163,"NC_ Sampson County","NC",35.028186,-78.393748,"946.3",37,"#NULL!"," ","60,161","63,469",5.5,"67.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.8,NA,NA,NA,259,476,458,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,541,301,223,186,NA,NA,NA,NA,NA,NA,NA,NA,71.44,30.18,16.81,1.89,0.76,735,1.22,NA,NA,NA,NA,22.14,22.22,17.42,13.54,NA,NA,NA,31.94,27.94,19.85,8.76,4.95,2.28,1.27,0.94,0.79,NA,37,NA,NA,NA,NA,6.9,63,NA,NA,0.22,13.3,20.18,6.91,45.72,43.29,54.28,56.53,12.24,3.88,29.4,784,14.53,78.4,3.25,18.19,7.64,13.45,33.2,69.1,11.1,11.06,29.8,33.08,49.89,54.86,27.45,49.27,24.88,49.46,10.19,16.77,30.15,NA,0,0,"0",1,0,0,0,0,0,0,0,0,2,36903,13197,35.7613202178685,28.9705444001843,6.31384982250766
"83","Scotland",4728,1721,37165,"NC_ Scotland County","NC",34.787032,-79.480423,"319.1",37,"#NULL!"," ","35,998","37,742",4.8,"118.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,840,578,587,43,NA,NA,NA,255,0,446,460,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,982,NA,971,NA,758,617,881,723,NA,NA,NA,283,164,103,172,NA,NA,NA,NA,NA,NA,0,NA,51.86,40.5,1.28,10.54,1.24,255,0.71,NA,NA,NA,NA,21.83,21.07,18.5,12.31,NA,NA,NA,32.51,25.11,20.36,8.29,7.31,2.01,1.16,0.73,1.22,NA,37,NA,NA,NA,NA,9.9,42,NA,NA,0.26,14.46,30.57,9.89,60.07,55.3,39.93,44.52,2.88,3.9,25.35,790,18.32,71.92,3.6,21.47,4.04,17.45,24.17,71.4,15.9,10.81,30.02,35.81,62.46,44.19,9.93,45.04,24.68,44.91,9.83,17.22,30.96,NA,0,0,"0",1,0,0,0,0,0,0,0,0,2,22255,6755,30.3527297236576,21.2446641204224,7.73309368681195
"84","Stanly",12634,3056,37167,"NC_ Stanly County","NC",35.319234,-80.247544,"395.1",37,"#NULL!"," ","58,100","59,005",1.5,"149.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,NA,NA,135,990,0,291,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,590,226,174,275,NA,NA,NA,NA,NA,NA,0,NA,87.47,11.65,3.22,0.23,0.5,990,1.7,NA,NA,NA,NA,19.92,21.6,18.1,14.65,NA,NA,NA,25.56,27.78,22.36,9.63,7.7,2.59,0.99,0.76,1.21,NA,37,NA,NA,NA,NA,4.5,6,NA,NA,0.02,12.64,26.77,4.48,31.25,29.94,68.75,69.71,1.41,4.51,29.75,838,15.54,79.37,3.68,18.85,6.92,8.15,17.05,73.4,12.7,12.84,30.24,34.99,33.84,58.7,14.66,44.65,20.5,49.62,11.49,15.03,29.25,NA,0,0,"0",0,1,0,0,0,0,0,0,0,3,39291,15850,40.3400269781884,32.15494642539,7.77786261484818
"85","Stokes",8584,2457,37169,"NC_ Stokes County","NC",36.352514,-80.270192,"451.6",37,"3120","Greensboro--Winston-Salem--High Point_ NC","44,711","46,073",3,"101.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,775,754,43.2,NA,NA,111,98,22,162,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,512,138,116,155,NA,NA,NA,NA,NA,NA,0,NA,97.01,5.16,2.26,0.25,0.36,120,0.27,NA,NA,NA,NA,19.55,23.78,19.77,13.49,NA,NA,NA,21.8,29.09,23.8,10.78,8.33,2.8,0.76,0.63,0.85,NA,37,NA,NA,NA,NA,5.9,7,NA,NA,0.03,10.39,25.52,5.85,29.49,29.71,70.51,69.96,2.15,6.21,24.41,847,11.73,76.22,5.92,15.86,8.27,6.91,29.95,73.2,9.3,12.1,34.14,32.8,32.64,55.39,14.65,41.4,24.06,45.5,7.56,15.78,27,NA,0,0,"0",0,0,0,0,0,1,0,0,0,9,30085,11125,36.9785607445571,28.5324912747216,8.16686056174173
"86","Surry",12064,3331,37171,"NC_ Surry County","NC",36.430887,-80.657685,"536.5",37,"#NULL!"," ","71,219","72,397",1.6,"134.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.9,NA,NA,182,357,5,307,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,639,317,241,341,NA,NA,NA,NA,NA,NA,0,NA,96.43,4.03,8.89,0.26,0.43,362,0.51,NA,NA,NA,NA,19.53,21.52,18.35,15.87,NA,NA,NA,28.39,30.97,19.43,7.92,6.77,2.19,1.08,0.82,1.17,NA,37,NA,NA,NA,NA,3.4,15,NA,NA,0.04,11.01,29.62,3.38,33.5,31.95,66.5,67.66,2.87,4.02,26.73,783,16.79,73.29,4.71,15.59,7.5,9.05,24.95,67,12,12.87,28.93,31.95,27.22,64.08,21.77,40.67,22.78,46.12,9.22,15.88,28.94,NA,0,0,"0",0,0,1,0,0,0,0,0,0,6,43687,15508,35.4979742257422,27.6146221988234,7.62469384485087
"87","Swain",2136,801,37173,"NC_ Swain County","NC",35.438882,-83.410417,"528.4",37,"#NULL!"," ","12,968","13,324",2.7,"25.2",NA,NA,865,833,893,912,907,842,806,802,898,924,897,903,739,631,524,398,275,275,43.1,NA,355,NA,43,5,230,228,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,709,553,505,576,368,324,371,345,285,367,316,315,103,30,38,42,NA,NA,NA,NA,NA,NA,0,NA,70.18,2.74,1.76,27.68,1.77,48,0.37,NA,NA,NA,NA,19.7,20.23,19.58,16.22,NA,NA,997,33.16,30.76,18.71,5.93,5.91,1.93,0.56,0.71,0.79,NA,37,NA,NA,NA,605,10.1,0,582,NA,0,20.26,9.75,10.14,48.53,47.96,51.47,51.41,1.81,2.98,35,660,14.26,73.04,4.05,20.49,9.4,13.29,22.72,70.5,13.9,11.04,30.32,30.29,43.18,55.6,12.88,55,26.14,67.03,7.68,14.31,27.36,NA,0,0,"0",0,0,0,0,0,1,0,0,0,9,9917,2960,29.8477362105475,21.5387718059897,8.07703942724614
"88","Transylvania",6291,3853,37175,"NC_ Transylvania County","NC",35.210899,-82.7462,"378.4",37,"#NULL!"," ","29,334","29,620",0.9,"78.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,989,47.8,NA,NA,99,175,0,273,343,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,791,898,NA,771,825,808,941,812,NA,NA,NA,436,112,173,110,NA,NA,NA,NA,NA,NA,0,NA,94.44,4.67,1.17,0.34,0.93,175,0.6,NA,NA,NA,NA,18.13,18.31,19.95,22.73,NA,NA,NA,22.71,28.13,23.77,8.15,9.27,3.48,0.89,1.38,0.88,NA,37,NA,NA,NA,647,4.9,0,NA,NA,0,11.26,19.71,4.88,35.89,39.11,64.11,60.21,1.82,6.25,30.62,871,23.24,56.44,2.67,19.93,9.15,6.61,16.68,82.5,23.7,14.33,33.95,29.28,28.45,62.41,11.03,54.49,18.56,55.81,10.06,14.5,30.58,NA,0,0,"0",0,1,0,0,0,0,0,0,0,3,23623,10219,43.2586885662278,26.6308258900224,16.3103754815222
"89","Tyrrell",730,203,37177,"NC_ Tyrrell County","NC",35.899035,-76.241261,"389.9",37,"#NULL!"," ","4,149","4,113",-0.8,"10.5",261,535,218,214,253,279,274,261,263,274,323,335,287,250,202,173,154,132,106,115,43.3,NA,NA,9,61,0,8,252,0,NA,NA,NA,362,459,NA,NA,NA,NA,444,329,151,122,154,108,102,93,81,83,99,64,94,16,5,8,21,0,0,NA,NA,0,NA,0,NA,59.92,37.33,6.07,0.22,0.19,61,1.47,798,932,739,680,19.23,22.46,17.81,16.39,602,457,263,38.57,29.28,16.85,4.1,6.02,1.02,0.32,0.51,1.35,NA,37,NA,NA,NA,101,6.1,4,124,361,0.24,21.58,7.41,6.04,54.6,45.97,45.4,53.77,16.77,2.81,31.7,742,15.69,77.08,3.76,14.6,13.01,19.06,34.84,66.3,10.6,13.16,27.37,25.85,54.45,62.2,19.89,61.26,25.85,52.12,10.68,18.26,29.23,NA,0,0,"0",1,0,0,0,0,0,0,0,0,2,2562,971,37.9000780640125,28.4933645589383,7.92349726775956
"90","Union",29319,10583,37179,"NC_ Union County","NC",35.007514,-80.589442,"636.4",37,"1520","Charlotte-Gastonia-Rock Hill_ NC","123,677","171,950",39,"269.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.1,NA,NA,808,NA,132,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,118.97,16.48,12.79,0.65,1.2,NA,1.72,NA,NA,NA,NA,27.22,32.03,22.89,13.95,NA,NA,NA,14.47,22.38,23.47,13.46,12.24,6.09,2.95,2.19,1.99,NA,37,NA,NA,NA,NA,4.3,17,NA,NA,0.03,9.36,17.51,4.3,31.84,29.47,68.16,70.2,1.53,7.51,30.37,NA,14.62,61.15,4.5,14.44,6.93,5.82,10.51,80.2,21.3,11.61,53.93,35.81,38.3,52.61,20.77,51.64,19.07,51.48,12.06,14.14,27.92,NA,0,0,"1",0,0,0,0,0,0,0,0,0,8,129904,40320,31.0383052100012,22.5697438108141,8.14678531838896
"91","Vance",7163,2646,37181,"NC_ Vance County","NC",36.333072,-78.401848,"253.2",37,"#NULL!"," ","42,954","43,638",1.5,"172.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,719,699,42.9,NA,NA,91,194,10,129,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,802,NA,NA,891,434,130,143,186,0,NA,NA,NA,NA,NA,0,NA,49.6,51.01,6.04,0.21,0.3,204,0.47,NA,NA,NA,NA,20.4,20.75,17.14,12.53,NA,NA,NA,31.98,29.55,18.93,7.4,5.4,2.63,0.79,0.87,1.13,NA,37,NA,NA,NA,NA,8.3,15,NA,NA,0.08,15.11,25.58,8.29,56.04,55.89,43.96,43.91,1.73,3.81,32.09,812,12.23,80.42,3.4,18.1,5.57,16.28,27.75,68.1,10.7,12.21,28.81,33.44,60.05,53.1,15.78,44.22,24.35,55.42,12.47,18,29.78,NA,0,0,"0",1,0,0,0,0,0,0,0,0,2,29847,10151,34.0101182698429,23.9990618822662,8.86521258417931
"92","Wake",105886,138960,37183,"NC_ Wake County","NC",35.796458,-78.668673,"830.2",37,"6640","Raleigh-Durham-Chapel Hill_ NC","627,846","775,316",23.4,"931.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.5,NA,NA,NA,NA,327,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.88,25.63,9.6,0.54,1.76,NA,5.68,NA,NA,NA,NA,27.42,30.58,19.96,10.37,NA,NA,NA,12.97,21.23,19.35,12.01,14.02,8.48,4.57,3.75,2.97,NA,37,NA,NA,NA,NA,3.9,664,NA,NA,0.19,15.13,12.06,3.89,46.42,48.71,53.58,50.83,0.48,15.39,25.11,NA,28.97,47.07,4.07,17.48,5.39,4.93,5.49,89.3,43.9,26.01,49.2,43.58,40.83,56.9,16.6,64.58,22.62,43.79,12.62,15.34,29.42,NA,0,0,"1",0,0,0,0,0,0,0,0,0,8,612919,246956,40.2917840693468,17.2756922203423,22.6718375511283
"93","Warren",2942,1777,37185,"NC_ Warren County","NC",36.417262,-78.132704,"429.0",37,"#NULL!"," ","19,972","19,709",-1.3,"45.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,944,846,726,521,543,43.3,NA,NA,949,43,0,78,457,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,736,650,660,570,558,515,434,358,510,553,382,112,78,57,82,0,NA,NA,NA,NA,NA,NA,NA,39.07,54.25,2.29,4.75,0.39,43,0.22,NA,NA,NA,NA,18.19,19.97,18.58,17.93,NA,NA,NA,35.31,29.95,16.93,7.19,4.97,1.46,1.01,0.74,1.07,NA,37,NA,NA,NA,661,8.3,0,NA,NA,0,19.74,19.41,8.3,67.51,64.42,32.49,35.38,5.36,4.89,30.4,845,13.24,75.83,5.33,21.88,6.43,15.66,34.12,67.5,11.6,13.38,29.4,26.43,66.66,53.43,10.82,53.31,24.42,57.77,11.45,17.11,26.13,NA,0,0,"0",1,0,0,0,0,0,0,0,0,2,13235,4793,36.2145825462788,22.2289384208538,13.4265205893464
"94","Washington",2268,1261,37187,"NC_ Washington County","NC",35.863396,-76.642994,"348.5",37,"#NULL!"," ","13,723","13,240",-3.5,"37.9",NA,NA,881,858,970,969,895,781,729,734,849,936,934,901,714,595,489,409,285,311,43.2,NA,NA,2,85,3,54,375,0,NA,NA,NA,NA,819,NA,NA,NA,NA,NA,927,453,502,419,319,394,335,259,227,405,307,311,119,63,31,55,0,NA,NA,NA,0,NA,0,NA,46.8,48.63,2.73,0.01,0.39,88,0.64,NA,NA,NA,NA,17.53,18.36,18.57,15.22,NA,NA,891,35.98,28.05,17.04,5.87,5.95,2.28,1.2,0.59,1.05,NA,37,NA,NA,NA,416,7.1,0,NA,966,0,16.56,24.38,7.13,55.49,54.27,44.51,45.4,5.24,4.45,30.57,762,11.01,83.64,3.93,18.31,9.17,17.64,24.65,69.9,11.6,14.14,26.58,29.03,58.12,57.43,10.46,50.34,22.63,51.22,10.43,16.88,29.16,NA,0,0,"0",1,0,0,0,0,0,0,0,0,2,9040,3600,39.8230088495575,25.0884955752212,13.9491150442478
"95","Watauga",7464,7713,37189,"NC_ Watauga County","NC",36.218823,-81.687217,"312.5",37,"#NULL!"," ","42,695","42,192",-1.1,"135.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,961,704,702,35.5,NA,781,137,364,17,218,795,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,826,835,NA,NA,NA,463,143,134,219,NA,0,NA,NA,NA,NA,0,NA,95.27,1.83,1.86,0.32,0.51,381,0.89,NA,NA,NA,NA,33.66,18.23,16.09,11.99,NA,NA,NA,30.58,27.97,18.1,9.1,7,2.86,0.88,0.83,1.35,NA,37,NA,NA,NA,NA,8.2,7,NA,NA,0.03,21.46,5.9,8.21,43.26,46.7,56.74,52.64,1.04,6.17,34.13,921,65.07,62.47,2.64,27.97,8.46,7.19,10.43,81.6,33.2,11.99,30.27,52.04,29.33,58.07,10.83,68.51,21.5,63.66,9.24,11.37,68.63,NA,0,0,"1",0,0,0,0,0,0,0,0,0,8,41293,15301,37.0547066088683,18.0757029036398,18.6787106773545
"96","Wayne",17302,5570,37191,"NC_ Wayne County","NC",35.367627,-77.988479,"552.3",37,"2980","Goldsboro_ NC","113,329","114,354",0.9,"206.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,NA,NA,529,749,55,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,998,448,261,490,NA,NA,NA,NA,NA,NA,NA,NA,64.99,33.72,6.91,0.47,1.02,804,0.71,NA,NA,NA,NA,21.2,21.82,16.65,12.09,NA,NA,NA,25.75,31.49,20.75,8.64,7.21,2.31,1.04,0.6,1.13,NA,37,NA,NA,NA,NA,6.3,NA,NA,NA,6.48,18.8,14.61,5.88,38.52,37.65,61.48,62.14,3.94,4.73,33.31,889,17.43,67.94,4.29,22.59,6,10.16,25.45,77.2,15,15.6,28.3,40.98,43.63,57.28,12.23,53.76,22.06,64.24,11.57,24.15,27.54,NA,0,0,"0",0,0,0,0,0,1,0,0,0,9,71092,23234,32.6815956788387,24.3374781972655,7.83491813424858
"97","Wilkes",15541,3189,37193,"NC_ Wilkes County","NC",36.194346,-81.133069,"757.2",37,"#NULL!"," ","65,632","67,104",2.2,"88.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,NA,NA,113,546,84,343,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,544,242,260,344,NA,NA,NA,NA,NA,NA,NA,NA,96.33,4.26,4.83,0.17,0.52,630,0.96,NA,NA,NA,NA,19.49,22.25,19.58,15.4,NA,NA,NA,27.8,29.75,21.35,8.55,6.16,1.98,0.88,0.94,1.25,NA,37,NA,NA,NA,NA,3.8,40,NA,NA,0.12,11.18,27,3.75,30.04,28.95,69.96,70.7,3.52,4.62,32.02,782,14.7,82.26,3.67,14.2,8.42,8.76,26.8,66,11.3,13.16,30.57,30.24,28.01,66.99,18.58,42.5,21.56,51.92,8.66,16.17,29.29,NA,0,0,"0",0,1,0,0,0,0,0,0,0,3,41607,19045,45.7735477203355,37.3518879034778,7.66457567236282
"98","Wilson",13633,5757,37195,"NC_ Wilson County","NC",35.724685,-77.925424,"371.2",37,"#NULL!"," ","73,814","76,521",3.6,"206.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,NA,NA,237,593,20,448,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,788,326,405,378,NA,NA,NA,NA,NA,NA,0,NA,60.93,40.98,8.73,0.32,0.61,613,0.83,NA,NA,NA,NA,20.71,21.66,18.45,13.78,NA,NA,NA,30.21,26.43,19.46,9.31,6.95,2.63,1.09,1.35,1.26,NA,37,NA,NA,NA,NA,7.2,61,NA,NA,0.17,13.36,22.03,7.23,45.55,46.52,54.45,53.26,2.56,5.29,30,914,17.6,80.28,3.75,19.45,5.42,13.79,13.59,69.4,15.1,13.57,31.46,35.27,52.77,50.69,15.25,49.68,22.77,52.4,11.32,16.37,29.37,NA,0,0,"0",1,0,0,0,0,0,0,0,0,2,53962,19927,36.9278381082984,25.2640747192469,10.6686186575738
"99","Yadkin",8177,1740,37197,"NC_ Yadkin County","NC",36.162792,-80.671941,"335.3",37,"3120","Greensboro--Winston-Salem--High Point_ NC","36,348","37,713",3.7,"112.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,771,731,43.1,NA,NA,71,102,28,128,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,904,NA,NA,NA,NA,939,957,914,NA,NA,NA,438,125,112,179,NA,0,NA,NA,NA,NA,0,NA,99.15,3.7,8.97,0.2,0.35,130,0.36,NA,NA,NA,NA,19.4,22.82,18.99,15.22,NA,NA,NA,24.03,29.34,22.17,9.44,8.09,2.88,0.82,0.74,1.18,NA,37,NA,NA,NA,575,3.1,13,NA,NA,0.07,10.08,29.32,3.15,23.06,22.54,76.94,77.16,2.44,4.35,26.64,859,14.39,80.19,4,16.93,6.85,7.12,29.6,72,10.3,12.33,32.86,32.9,28.09,59.15,19.98,39.5,20.32,46.43,9.18,16.22,28.69,NA,0,0,"0",0,0,0,0,0,1,0,0,0,9,23633,10067,42.597215757627,34.599923835315,7.36258621419202
"100","Yancey",4753,1498,37199,"NC_ Yancey County","NC",35.91039,-82.29243,"312.7",37,"#NULL!"," ","17,774","18,232",2.5,"58.3",NA,NA,961,985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,955,814,687,519,528,47.7,NA,184,64,35,0,22,715,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,645,688,743,648,573,520,475,382,645,562,334,134,35,49,65,0,NA,NA,NA,NA,NA,0,NA,100.86,1.04,4.02,0.36,0.12,35,0.2,NA,NA,NA,NA,17.96,20.58,20.95,19.71,NA,NA,NA,31.83,32.14,19.44,7.27,4.32,1.73,0.45,0.63,0.84,NA,37,NA,NA,NA,370,4.5,2,NA,NA,0.02,14.38,26.98,4.54,42.77,47.02,57.23,52.38,5.01,4.63,27.62,730,13.43,75.44,4.47,18.61,11.28,10.88,22.17,71.1,13.1,12.7,29.58,27,26.33,65.94,16.43,47.94,21.72,52.54,8.23,14.85,29.78,NA,0,0,"0",0,1,0,0,0,0,0,0,0,3,14516,6322,43.551942683935,32.7431799393772,10.3196472857537
